Line id,Time,Level,Content,Event Id,Event Templte
439,Sun Mar 02 08:36:30 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
440,Sun Mar 02 08:36:35 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
441,Sun Mar 02 08:36:40 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
442,Sun Mar 02 08:36:45 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
443,Sun Mar 02 08:36:50 2025,error,[client 192.168.1.63] Unauthorized access attempt detected: /var/www/html/private/,E4,dhsfvsdfychzsd
444,Sun Mar 02 08:36:55 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
445,Sun Mar 02 08:37:00 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
446,Sun Mar 02 08:37:05 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
447,Sun Mar 02 08:37:10 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
448,Sun Mar 02 08:37:15 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
449,Sun Mar 02 08:37:20 2025,error,[client 10.0.0.220] Unauthorized access attempt detected: /var/www/html/config/,E4,dhsfvsdfychzsd
450,Sun Mar 02 08:37:25 2025,error,[client 198.51.100.134] Directory index forbidden by rule: /var/www/html/config/,E4,dhsfvsdfychzsd
451,Sun Mar 02 08:37:30 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
452,Sun Mar 02 08:37:35 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
453,Sun Mar 02 08:37:40 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
454,Sun Mar 02 08:37:45 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
455,Sun Mar 02 08:37:50 2025,notice,jk2_init() Found child 1087 in scoreboard slot 8,E1,dhsfvsdfychzsd
456,Sun Mar 02 08:37:55 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
457,Sun Mar 02 08:38:00 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
458,Sun Mar 02 08:38:05 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
459,Sun Mar 02 08:38:10 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
460,Sun Mar 02 08:38:15 2025,error,[client 198.51.100.165] Unauthorized access attempt detected: /var/www/html/,E4,dhsfvsdfychzsd
461,Sun Mar 02 08:38:20 2025,error,[client 172.16.0.118] Directory index forbidden by rule: /var/www/html/admin/,E4,dhsfvsdfychzsd
462,Sun Mar 02 08:38:25 2025,notice,jk2_init() Found child 1088 in scoreboard slot 7,E1,dhsfvsdfychzsd
463,Sun Mar 02 08:38:30 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
464,Sun Mar 02 08:38:35 2025,error,[client 192.168.1.12] Unauthorized access attempt detected: /var/www/html/,E4,dhsfvsdfychzsd
465,Sun Mar 02 08:38:40 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
466,Sun Mar 02 08:38:45 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
467,Sun Mar 02 08:38:50 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
468,Sun Mar 02 08:38:55 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
469,Sun Mar 02 08:39:00 2025,notice,jk2_init() Found child 1089 in scoreboard slot 9,E1,dhsfvsdfychzsd
470,Sun Mar 02 08:39:05 2025,notice,jk2_init() Found child 1090 in scoreboard slot 9,E1,dhsfvsdfychzsd
471,Sun Mar 02 08:39:10 2025,notice,jk2_init() Found child 1091 in scoreboard slot 6,E1,dhsfvsdfychzsd
472,Sun Mar 02 08:39:15 2025,notice,jk2_init() Found child 1092 in scoreboard slot 9,E1,dhsfvsdfychzsd
473,Sun Mar 02 08:39:20 2025,notice,jk2_init() Found child 1093 in scoreboard slot 10,E1,dhsfvsdfychzsd
474,Sun Mar 02 08:39:25 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
475,Sun Mar 02 08:39:30 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
476,Sun Mar 02 08:39:35 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
477,Sun Mar 02 08:39:40 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
478,Sun Mar 02 08:39:45 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
479,Sun Mar 02 08:39:50 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
480,Sun Mar 02 08:39:55 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
481,Sun Mar 02 08:40:00 2025,notice,jk2_init() Found child 1094 in scoreboard slot 9,E1,dhsfvsdfychzsd
482,Sun Mar 02 08:40:05 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
483,Sun Mar 02 08:40:10 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
484,Sun Mar 02 08:40:15 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
485,Sun Mar 02 08:40:20 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
486,Sun Mar 02 08:40:25 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
487,Sun Mar 02 08:40:30 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
488,Sun Mar 02 08:40:35 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
489,Sun Mar 02 08:40:40 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
490,Sun Mar 02 08:40:45 2025,notice,jk2_init() Found child 1095 in scoreboard slot 10,E1,dhsfvsdfychzsd
491,Sun Mar 02 08:40:50 2025,notice,jk2_init() Found child 1096 in scoreboard slot 6,E1,dhsfvsdfychzsd
492,Sun Mar 02 08:40:55 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
493,Sun Mar 02 08:41:00 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
494,Sun Mar 02 08:41:05 2025,error,[client 10.0.0.237] Unauthorized access attempt detected: /var/www/html/config/,E4,dhsfvsdfychzsd
495,Sun Mar 02 08:41:10 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
496,Sun Mar 02 08:41:15 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
497,Sun Mar 02 08:41:20 2025,notice,jk2_init() Found child 1097 in scoreboard slot 9,E1,dhsfvsdfychzsd
498,Sun Mar 02 08:41:25 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
499,Sun Mar 02 08:41:30 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
500,Sun Mar 02 08:41:35 2025,notice,jk2_init() Found child 1098 in scoreboard slot 10,E1,dhsfvsdfychzsd
501,Sun Mar 02 08:41:40 2025,error,[client 203.0.113.92] Unauthorized access attempt detected: /var/www/html/,E4,dhsfvsdfychzsd
502,Sun Mar 02 08:41:45 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
503,Sun Mar 02 08:41:50 2025,notice,jk2_init() Found child 1099 in scoreboard slot 8,E1,dhsfvsdfychzsd
504,Sun Mar 02 08:41:55 2025,error,[client 192.168.1.248] Unauthorized access attempt detected: /var/www/html/private/,E4,dhsfvsdfychzsd
505,Sun Mar 02 08:42:00 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
506,Sun Mar 02 08:42:05 2025,notice,jk2_init() Found child 1100 in scoreboard slot 9,E1,dhsfvsdfychzsd
507,Sun Mar 02 08:42:10 2025,error,[client 10.0.0.97] Unauthorized access attempt detected: /var/www/html/config/,E4,dhsfvsdfychzsd
508,Sun Mar 02 08:42:15 2025,error,[client 192.168.1.137] Directory index forbidden by rule: /var/www/html/private/,E4,dhsfvsdfychzsd
509,Sun Mar 02 08:42:20 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
510,Sun Mar 02 08:42:25 2025,notice,jk2_init() Found child 1101 in scoreboard slot 10,E1,dhsfvsdfychzsd
511,Sun Mar 02 08:42:30 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
512,Sun Mar 02 08:42:35 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
513,Sun Mar 02 08:42:40 2025,notice,jk2_init() Found child 1102 in scoreboard slot 8,E1,dhsfvsdfychzsd
514,Sun Mar 02 08:42:45 2025,error,[client 192.168.1.148] Unauthorized access attempt detected: /var/www/html/admin/,E4,dhsfvsdfychzsd
515,Sun Mar 02 08:42:50 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
516,Sun Mar 02 08:42:55 2025,notice,jk2_init() Found child 1103 in scoreboard slot 10,E1,dhsfvsdfychzsd
517,Sun Mar 02 08:43:00 2025,notice,jk2_init() Found child 1104 in scoreboard slot 10,E1,dhsfvsdfychzsd
518,Sun Mar 02 08:43:05 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
519,Sun Mar 02 08:43:10 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
520,Sun Mar 02 08:43:15 2025,notice,jk2_init() Found child 1105 in scoreboard slot 9,E1,dhsfvsdfychzsd
521,Sun Mar 02 08:43:20 2025,notice,jk2_init() Found child 1106 in scoreboard slot 8,E1,dhsfvsdfychzsd
522,Sun Mar 02 08:43:25 2025,notice,jk2_init() Found child 1107 in scoreboard slot 9,E1,dhsfvsdfychzsd
523,Sun Mar 02 08:43:30 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
524,Sun Mar 02 08:43:35 2025,notice,jk2_init() Found child 1108 in scoreboard slot 10,E1,dhsfvsdfychzsd
525,Sun Mar 02 08:43:40 2025,notice,jk2_init() Found child 1109 in scoreboard slot 8,E1,dhsfvsdfychzsd
526,Sun Mar 02 08:43:45 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
527,Sun Mar 02 08:43:50 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
528,Sun Mar 02 08:43:55 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
529,Sun Mar 02 08:44:00 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
530,Sun Mar 02 08:44:05 2025,error,[client 192.168.1.187] Directory index forbidden by rule: /var/www/html/admin/,E4,dhsfvsdfychzsd
531,Sun Mar 02 08:44:10 2025,error,[client 198.51.100.223] Directory index forbidden by rule: /var/www/html/private/,E4,dhsfvsdfychzsd
532,Sun Mar 02 08:44:15 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
533,Sun Mar 02 08:44:20 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
534,Sun Mar 02 08:44:25 2025,error,[client 10.0.0.31] Directory index forbidden by rule: /var/www/html/private/,E4,dhsfvsdfychzsd
535,Sun Mar 02 08:44:30 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
536,Sun Mar 02 08:44:35 2025,notice,jk2_init() Found child 1110 in scoreboard slot 7,E1,dhsfvsdfychzsd
537,Sun Mar 02 08:44:40 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
538,Sun Mar 02 08:44:45 2025,error,[client 10.0.0.110] Directory index forbidden by rule: /var/www/html/private/,E4,dhsfvsdfychzsd
539,Sun Mar 02 08:44:50 2025,error,[client 10.0.0.95] Unauthorized access attempt detected: /var/www/html/,E4,dhsfvsdfychzsd
540,Sun Mar 02 08:44:55 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
541,Sun Mar 02 08:45:00 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
542,Sun Mar 02 08:45:05 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
543,Sun Mar 02 08:45:10 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
544,Sun Mar 02 08:45:15 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
545,Sun Mar 02 08:45:20 2025,error,[client 203.0.113.201] Unauthorized access attempt detected: /var/www/html/private/,E4,dhsfvsdfychzsd
546,Sun Mar 02 08:45:25 2025,error,[client 192.168.1.91] Unauthorized access attempt detected: /var/www/html/config/,E4,dhsfvsdfychzsd
547,Sun Mar 02 08:45:30 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
548,Sun Mar 02 08:45:35 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
549,Sun Mar 02 08:45:40 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
550,Sun Mar 02 08:45:45 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
551,Sun Mar 02 08:45:50 2025,notice,jk2_init() Found child 1111 in scoreboard slot 7,E1,dhsfvsdfychzsd
552,Sun Mar 02 08:45:55 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
553,Sun Mar 02 08:46:00 2025,error,[client 172.16.0.199] Directory index forbidden by rule: /var/www/html/admin/,E4,dhsfvsdfychzsd
554,Sun Mar 02 08:46:05 2025,notice,jk2_init() Found child 1112 in scoreboard slot 7,E1,dhsfvsdfychzsd
555,Sun Mar 02 08:46:10 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
556,Sun Mar 02 08:46:15 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
557,Sun Mar 02 08:46:20 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
558,Sun Mar 02 08:46:25 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
559,Sun Mar 02 08:46:30 2025,notice,jk2_init() Found child 1113 in scoreboard slot 8,E1,dhsfvsdfychzsd
560,Sun Mar 02 08:46:35 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
561,Sun Mar 02 08:46:40 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
562,Sun Mar 02 08:46:45 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
563,Sun Mar 02 08:46:50 2025,error,[client 198.51.100.188] Directory index forbidden by rule: /var/www/html/private/,E4,dhsfvsdfychzsd
564,Sun Mar 02 08:46:55 2025,notice,jk2_init() Found child 1114 in scoreboard slot 7,E1,dhsfvsdfychzsd
565,Sun Mar 02 08:47:00 2025,error,[client 10.0.0.14] Directory index forbidden by rule: /var/www/html/admin/,E4,dhsfvsdfychzsd
566,Sun Mar 02 08:47:05 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
567,Sun Mar 02 08:47:10 2025,error,[client 198.51.100.141] Directory index forbidden by rule: /var/www/html/config/,E4,dhsfvsdfychzsd
568,Sun Mar 02 08:47:15 2025,error,[client 198.51.100.35] Directory index forbidden by rule: /var/www/html/admin/,E4,dhsfvsdfychzsd
569,Sun Mar 02 08:47:20 2025,notice,jk2_init() Found child 1115 in scoreboard slot 9,E1,dhsfvsdfychzsd
570,Sun Mar 02 08:47:25 2025,notice,jk2_init() Found child 1116 in scoreboard slot 10,E1,dhsfvsdfychzsd
571,Sun Mar 02 08:47:30 2025,notice,jk2_init() Found child 1117 in scoreboard slot 9,E1,dhsfvsdfychzsd
572,Sun Mar 02 08:47:35 2025,notice,jk2_init() Found child 1118 in scoreboard slot 9,E1,dhsfvsdfychzsd
573,Sun Mar 02 08:47:40 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
574,Sun Mar 02 08:47:45 2025,error,[client 198.51.100.19] Directory index forbidden by rule: /var/www/html/config/,E4,dhsfvsdfychzsd
575,Sun Mar 02 08:47:50 2025,notice,jk2_init() Found child 1119 in scoreboard slot 8,E1,dhsfvsdfychzsd
576,Sun Mar 02 08:47:55 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
577,Sun Mar 02 08:48:00 2025,error,[client 198.51.100.103] Directory index forbidden by rule: /var/www/html/,E4,dhsfvsdfychzsd
578,Sun Mar 02 08:48:05 2025,error,[client 10.0.0.196] Unauthorized access attempt detected: /var/www/html/admin/,E4,dhsfvsdfychzsd
579,Sun Mar 02 08:48:10 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
580,Sun Mar 02 08:48:15 2025,error,[client 198.51.100.190] Directory index forbidden by rule: /var/www/html/admin/,E4,dhsfvsdfychzsd
581,Sun Mar 02 08:48:20 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
582,Sun Mar 02 08:48:25 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
583,Sun Mar 02 08:48:30 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
584,Sun Mar 02 08:48:35 2025,error,[client 10.0.0.26] Directory index forbidden by rule: /var/www/html/config/,E4,dhsfvsdfychzsd
585,Sun Mar 02 08:48:40 2025,error,[client 10.0.0.215] Directory index forbidden by rule: /var/www/html/,E4,dhsfvsdfychzsd
586,Sun Mar 02 08:48:45 2025,error,[client 172.16.0.67] Directory index forbidden by rule: /var/www/html/private/,E4,dhsfvsdfychzsd
587,Sun Mar 02 08:48:50 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
588,Sun Mar 02 08:48:55 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
589,Sun Mar 02 08:49:00 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
590,Sun Mar 02 08:49:05 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
591,Sun Mar 02 08:49:10 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
592,Sun Mar 02 08:49:15 2025,error,[client 10.0.0.219] Unauthorized access attempt detected: /var/www/html/private/,E4,dhsfvsdfychzsd
593,Sun Mar 02 08:49:20 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
594,Sun Mar 02 08:49:25 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
595,Sun Mar 02 08:49:30 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
596,Sun Mar 02 08:49:35 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
597,Sun Mar 02 08:49:40 2025,error,[client 192.168.1.238] Unauthorized access attempt detected: /var/www/html/private/,E4,dhsfvsdfychzsd
598,Sun Mar 02 08:49:45 2025,error,[client 172.16.0.190] Unauthorized access attempt detected: /var/www/html/config/,E4,dhsfvsdfychzsd
599,Sun Mar 02 08:49:50 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
600,Sun Mar 02 08:49:55 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
601,Sun Mar 02 08:50:00 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
602,Sun Mar 02 08:50:05 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
603,Sun Mar 02 08:50:10 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
604,Sun Mar 02 08:50:15 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
605,Sun Mar 02 08:50:20 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
606,Sun Mar 02 08:50:25 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
607,Sun Mar 02 08:50:30 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
608,Sun Mar 02 08:50:35 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
609,Sun Mar 02 08:50:40 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
610,Sun Mar 02 08:50:45 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
611,Sun Mar 02 08:50:50 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
612,Sun Mar 02 08:50:55 2025,notice,jk2_init() Found child 1120 in scoreboard slot 6,E1,dhsfvsdfychzsd
613,Sun Mar 02 08:51:00 2025,error,[client 10.0.0.241] Unauthorized access attempt detected: /var/www/html/admin/,E4,dhsfvsdfychzsd
614,Sun Mar 02 08:51:05 2025,error,[client 203.0.113.45] Unauthorized access attempt detected: /var/www/html/,E4,dhsfvsdfychzsd
615,Sun Mar 02 08:51:10 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
616,Sun Mar 02 08:51:15 2025,notice,jk2_init() Found child 1121 in scoreboard slot 10,E1,dhsfvsdfychzsd
617,Sun Mar 02 08:51:20 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
618,Sun Mar 02 08:51:25 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
619,Sun Mar 02 08:51:30 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
620,Sun Mar 02 08:51:35 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
621,Sun Mar 02 08:51:40 2025,notice,jk2_init() Found child 1122 in scoreboard slot 6,E1,dhsfvsdfychzsd
622,Sun Mar 02 08:51:45 2025,notice,jk2_init() Found child 1123 in scoreboard slot 9,E1,dhsfvsdfychzsd
623,Sun Mar 02 08:51:50 2025,notice,jk2_init() Found child 1124 in scoreboard slot 8,E1,dhsfvsdfychzsd
624,Sun Mar 02 08:51:55 2025,error,[client 10.0.0.159] Directory index forbidden by rule: /var/www/html/private/,E4,dhsfvsdfychzsd
625,Sun Mar 02 08:52:00 2025,error,[client 203.0.113.160] Directory index forbidden by rule: /var/www/html/,E4,dhsfvsdfychzsd
626,Sun Mar 02 08:52:05 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
627,Sun Mar 02 08:52:10 2025,error,[client 192.168.1.234] Unauthorized access attempt detected: /var/www/html/config/,E4,dhsfvsdfychzsd
628,Sun Mar 02 08:52:15 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
629,Sun Mar 02 08:52:20 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
630,Sun Mar 02 08:52:25 2025,notice,jk2_init() Found child 1125 in scoreboard slot 6,E1,dhsfvsdfychzsd
631,Sun Mar 02 08:52:30 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
632,Sun Mar 02 08:52:35 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
633,Sun Mar 02 08:52:40 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
634,Sun Mar 02 08:52:45 2025,error,[client 203.0.113.138] Unauthorized access attempt detected: /var/www/html/,E4,dhsfvsdfychzsd
635,Sun Mar 02 08:52:50 2025,error,[client 10.0.0.223] Directory index forbidden by rule: /var/www/html/private/,E4,dhsfvsdfychzsd
636,Sun Mar 02 08:52:55 2025,error,[client 203.0.113.83] Directory index forbidden by rule: /var/www/html/config/,E4,dhsfvsdfychzsd
637,Sun Mar 02 08:53:00 2025,error,mod_jk child workerEnv in error state 9,E3,dhsfvsdfychzsd
638,Sun Mar 02 08:53:05 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
639,Sun Mar 02 08:53:10 2025,notice,jk2_init() Found child 1126 in scoreboard slot 10,E1,dhsfvsdfychzsd
640,Sun Mar 02 08:53:15 2025,error,[client 172.16.0.79] Unauthorized access attempt detected: /var/www/html/,E4,dhsfvsdfychzsd
641,Sun Mar 02 08:53:20 2025,error,mod_jk child workerEnv in error state 8,E3,dhsfvsdfychzsd
642,Sun Mar 02 08:53:25 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
643,Sun Mar 02 08:53:30 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
644,Sun Mar 02 08:53:35 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
645,Sun Mar 02 08:53:40 2025,notice,jk2_init() Found child 1127 in scoreboard slot 10,E1,dhsfvsdfychzsd
646,Sun Mar 02 08:53:45 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
647,Sun Mar 02 08:53:50 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
648,Sun Mar 02 08:53:55 2025,error,[client 192.168.1.37] Unauthorized access attempt detected: /var/www/html/admin/,E4,dhsfvsdfychzsd
649,Sun Mar 02 08:54:00 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
650,Sun Mar 02 08:54:05 2025,notice,jk2_init() Found child 1128 in scoreboard slot 6,E1,dhsfvsdfychzsd
651,Sun Mar 02 08:54:10 2025,notice,jk2_init() Found child 1129 in scoreboard slot 8,E1,dhsfvsdfychzsd
652,Sun Mar 02 08:54:15 2025,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,dhsfvsdfychzsd
653,Sun Mar 02 08:54:20 2025,notice,jk2_init() Found child 1130 in scoreboard slot 7,E1,dhsfvsdfychzsd
654,Sun Mar 02 08:54:25 2025,error,[client 10.0.0.233] Directory index forbidden by rule: /var/www/html/admin/,E4,dhsfvsdfychzsd
655,Sun Mar 02 08:54:30 2025,notice,jk2_init() Found child 1131 in scoreboard slot 6,E1,dhsfvsdfychzsd
656,Sun Mar 02 08:54:35 2025,error,mod_jk child workerEnv in error state 6,E3,dhsfvsdfychzsd
657,Sun Mar 02 08:54:40 2025,notice,jk2_init() Found child 1132 in scoreboard slot 10,E1,dhsfvsdfychzsd
658,Sun Mar 02 08:54:45 2025,error,mod_jk child workerEnv in error state 7,E3,dhsfvsdfychzsd
659,Sun Mar 02 08:54:50 2025,notice,jk2_init() Found child 1133 in scoreboard slot 6,E1,dhsfvsdfychzsd
