Event ID,IP Address,Timestamp,Method,URL,Status Code,Size,User Agent,Threat Type
439,196.173.84.139,12/Mar/2025:01:35:42,GET,/../../../../etc/passwd,403,1236,Python-urllib/3.8,Directory Traversal
440,129.99.201.164,11/Mar/2025:14:24:16,GET,/vulnerable.php?cmd=whoami,200,1328,Python-urllib/3.8,Remote Code Execution
441,204.181.8.30,12/Mar/2025:08:04:07,POST,/upload.php,200,1101,curl/7.68.0,Web Shell Upload
442,186.253.133.84,12/Mar/2025:09:22:29,GET,/../../../../etc/passwd,403,844,Python-urllib/3.8,Directory Traversal
443,156.107.235.195,11/Mar/2025:16:37:50,GET,/vulnerable.php?cmd=whoami,200,605,Wget/1.21,Remote Code Execution
444,96.170.116.47,12/Mar/2025:10:08:20,GET,/index.php?id=1' OR '1'='1' --,200,234,Wget/1.21,SQL Injection
445,126.151.7.97,11/Mar/2025:21:01:07,GET,/../../../../etc/passwd,403,772,Wget/1.21,Directory Traversal
446,115.236.50.219,12/Mar/2025:07:40:58,GET,/search.php?q=<script>alert('XSS')</script>,200,274,Mozilla/5.0,XSS Attack
447,215.226.251.218,11/Mar/2025:19:49:36,GET,/vulnerable.php?cmd=whoami,200,633,curl/7.68.0,Remote Code Execution
448,24.246.181.117,11/Mar/2025:19:49:30,GET,/index.php?id=1' OR '1'='1' --,200,457,Mozilla/5.0,SQL Injection
449,249.8.117.198,12/Mar/2025:00:20:33,GET,/index.php?id=1' OR '1'='1' --,200,1210,curl/7.68.0,SQL Injection
450,40.39.76.70,11/Mar/2025:13:15:30,GET,/../../../../etc/passwd,403,1391,Mozilla/5.0,Directory Traversal
451,85.74.209.39,11/Mar/2025:12:55:47,GET,/vulnerable.php?cmd=whoami,200,636,Python-urllib/3.8,Remote Code Execution
452,93.181.184.28,11/Mar/2025:23:57:04,GET,/index.php?id=1' OR '1'='1' --,200,1388,Wget/1.21,SQL Injection
453,63.224.235.206,12/Mar/2025:03:50:39,POST,/login.php,401,1316,curl/7.68.0,Brute Force Attempt
454,52.75.164.38,12/Mar/2025:09:53:33,GET,/index.php?id=1' OR '1'='1' --,200,1137,Mozilla/5.0,SQL Injection
455,194.231.254.203,12/Mar/2025:10:07:11,GET,/index.php?id=1' OR '1'='1' --,200,434,curl/7.68.0,SQL Injection
456,115.211.83.7,11/Mar/2025:20:35:08,GET,/index.php?id=1' OR '1'='1' --,200,373,Python-urllib/3.8,SQL Injection
457,229.21.60.120,11/Mar/2025:13:20:31,GET,/index.php?id=1' OR '1'='1' --,200,601,Wget/1.21,SQL Injection
458,131.13.134.205,12/Mar/2025:06:37:57,GET,/../../../../etc/passwd,403,1278,Python-urllib/3.8,Directory Traversal
459,150.126.240.72,11/Mar/2025:13:03:46,GET,/../../../../etc/passwd,403,1269,curl/7.68.0,Directory Traversal
460,120.221.84.51,11/Mar/2025:18:13:18,POST,/upload.php,200,474,Wget/1.21,Web Shell Upload
461,187.143.81.209,12/Mar/2025:03:59:23,POST,/upload.php,200,784,Mozilla/5.0,Web Shell Upload
462,110.19.91.11,11/Mar/2025:19:15:59,GET,/../../../../etc/passwd,403,853,Wget/1.21,Directory Traversal
463,107.43.231.204,12/Mar/2025:01:30:00,GET,/index.php?id=1' OR '1'='1' --,200,484,Mozilla/5.0,SQL Injection
464,55.225.208.186,12/Mar/2025:10:48:15,POST,/upload.php,200,1156,Python-urllib/3.8,Web Shell Upload
465,115.56.33.190,12/Mar/2025:01:41:32,GET,/index.php?id=1' OR '1'='1' --,200,275,Wget/1.21,SQL Injection
466,57.68.32.123,11/Mar/2025:20:39:07,GET,/../../../../etc/passwd,403,750,Mozilla/5.0,Directory Traversal
467,95.196.152.39,11/Mar/2025:17:16:34,GET,/search.php?q=<script>alert('XSS')</script>,200,1013,curl/7.68.0,XSS Attack
468,255.148.18.52,12/Mar/2025:04:02:52,GET,/index.php?id=1' OR '1'='1' --,200,1148,Python-urllib/3.8,SQL Injection
469,81.221.110.17,11/Mar/2025:23:14:58,GET,/index.php?id=1' OR '1'='1' --,200,1338,Wget/1.21,SQL Injection
470,129.255.18.220,12/Mar/2025:10:47:48,POST,/login.php,401,1388,Python-urllib/3.8,Brute Force Attempt
471,233.76.244.89,11/Mar/2025:17:02:16,POST,/login.php,401,409,Python-urllib/3.8,Brute Force Attempt
472,58.192.221.147,11/Mar/2025:13:47:36,POST,/upload.php,200,1291,Wget/1.21,Web Shell Upload
473,229.198.126.64,11/Mar/2025:17:30:38,POST,/login.php,401,569,Wget/1.21,Brute Force Attempt
474,75.48.30.228,11/Mar/2025:18:01:39,GET,/index.php?id=1' OR '1'='1' --,200,254,Python-urllib/3.8,SQL Injection
475,254.189.79.252,12/Mar/2025:11:42:53,GET,/search.php?q=<script>alert('XSS')</script>,200,735,curl/7.68.0,XSS Attack
476,51.133.221.23,12/Mar/2025:07:27:04,POST,/login.php,401,1120,Python-urllib/3.8,Brute Force Attempt
477,55.64.103.30,11/Mar/2025:21:10:26,POST,/login.php,401,908,curl/7.68.0,Brute Force Attempt
478,30.47.87.183,12/Mar/2025:01:51:49,POST,/upload.php,200,468,Mozilla/5.0,Web Shell Upload
479,252.48.68.203,11/Mar/2025:22:16:23,GET,/../../../../etc/passwd,403,991,Wget/1.21,Directory Traversal
480,245.230.91.61,12/Mar/2025:05:34:35,POST,/login.php,401,1304,Python-urllib/3.8,Brute Force Attempt
481,133.138.82.56,12/Mar/2025:09:06:08,GET,/vulnerable.php?cmd=whoami,200,1042,Mozilla/5.0,Remote Code Execution
482,120.95.141.172,11/Mar/2025:14:33:52,POST,/upload.php,200,1462,Python-urllib/3.8,Web Shell Upload
483,29.23.156.55,12/Mar/2025:06:49:14,GET,/vulnerable.php?cmd=whoami,200,1168,Python-urllib/3.8,Remote Code Execution
484,253.50.97.226,12/Mar/2025:03:41:58,POST,/upload.php,200,370,Mozilla/5.0,Web Shell Upload
485,76.240.9.222,12/Mar/2025:04:46:43,GET,/index.php?id=1' OR '1'='1' --,200,1087,curl/7.68.0,SQL Injection
486,203.211.57.124,11/Mar/2025:23:34:23,POST,/login.php,401,1416,Wget/1.21,Brute Force Attempt
487,12.120.56.254,12/Mar/2025:04:31:48,GET,/../../../../etc/passwd,403,693,Mozilla/5.0,Directory Traversal
488,39.233.14.100,11/Mar/2025:23:02:26,POST,/upload.php,200,767,Python-urllib/3.8,Web Shell Upload
489,180.230.97.131,12/Mar/2025:07:17:07,GET,/../../../../etc/passwd,403,433,Wget/1.21,Directory Traversal
490,194.71.50.67,11/Mar/2025:12:23:18,POST,/upload.php,200,576,Mozilla/5.0,Web Shell Upload
491,175.254.249.81,12/Mar/2025:03:55:08,GET,/../../../../etc/passwd,403,389,Wget/1.21,Directory Traversal
492,142.135.227.150,11/Mar/2025:23:59:42,GET,/vulnerable.php?cmd=whoami,200,321,Python-urllib/3.8,Remote Code Execution
493,186.187.39.64,11/Mar/2025:17:38:09,POST,/login.php,401,1070,Wget/1.21,Brute Force Attempt
494,114.41.103.234,12/Mar/2025:09:39:05,POST,/login.php,401,753,curl/7.68.0,Brute Force Attempt
495,16.182.88.75,12/Mar/2025:05:59:19,POST,/upload.php,200,1491,Mozilla/5.0,Web Shell Upload
496,215.152.78.44,11/Mar/2025:18:41:33,POST,/login.php,401,548,Python-urllib/3.8,Brute Force Attempt
497,38.21.192.153,11/Mar/2025:13:59:21,POST,/upload.php,200,1435,Wget/1.21,Web Shell Upload
498,28.48.134.232,12/Mar/2025:10:12:07,GET,/../../../../etc/passwd,403,1084,curl/7.68.0,Directory Traversal
499,176.189.95.13,12/Mar/2025:09:01:41,GET,/search.php?q=<script>alert('XSS')</script>,200,323,Python-urllib/3.8,XSS Attack
500,232.253.245.58,11/Mar/2025:17:40:56,GET,/../../../../etc/passwd,403,1158,curl/7.68.0,Directory Traversal
501,221.69.90.106,12/Mar/2025:02:40:42,GET,/../../../../etc/passwd,403,1459,Mozilla/5.0,Directory Traversal
502,55.19.130.106,12/Mar/2025:01:52:25,GET,/vulnerable.php?cmd=whoami,200,996,Wget/1.21,Remote Code Execution
503,203.147.78.66,11/Mar/2025:14:29:32,GET,/../../../../etc/passwd,403,1236,curl/7.68.0,Directory Traversal
504,235.206.29.173,12/Mar/2025:07:05:05,POST,/login.php,401,328,Python-urllib/3.8,Brute Force Attempt
505,255.236.151.191,12/Mar/2025:11:52:41,POST,/upload.php,200,923,Mozilla/5.0,Web Shell Upload
506,227.71.72.10,12/Mar/2025:05:33:26,GET,/search.php?q=<script>alert('XSS')</script>,200,905,Wget/1.21,XSS Attack
507,121.90.104.177,11/Mar/2025:22:01:56,GET,/vulnerable.php?cmd=whoami,200,1420,Wget/1.21,Remote Code Execution
508,51.145.41.111,11/Mar/2025:15:39:13,GET,/index.php?id=1' OR '1'='1' --,200,1085,Wget/1.21,SQL Injection
509,71.65.37.12,12/Mar/2025:07:04:58,POST,/login.php,401,252,Mozilla/5.0,Brute Force Attempt
510,193.75.100.138,12/Mar/2025:03:01:22,GET,/search.php?q=<script>alert('XSS')</script>,200,910,Python-urllib/3.8,XSS Attack
511,240.9.35.242,12/Mar/2025:05:23:38,GET,/search.php?q=<script>alert('XSS')</script>,200,715,Python-urllib/3.8,XSS Attack
512,72.209.173.133,12/Mar/2025:10:40:08,POST,/upload.php,200,349,Mozilla/5.0,Web Shell Upload
513,210.234.2.187,12/Mar/2025:09:47:43,GET,/../../../../etc/passwd,403,1162,curl/7.68.0,Directory Traversal
514,7.189.51.62,12/Mar/2025:04:22:54,GET,/vulnerable.php?cmd=whoami,200,1265,Wget/1.21,Remote Code Execution
515,156.89.29.9,12/Mar/2025:07:41:56,GET,/index.php?id=1' OR '1'='1' --,200,323,Mozilla/5.0,SQL Injection
516,86.250.111.246,11/Mar/2025:13:57:52,GET,/index.php?id=1' OR '1'='1' --,200,1047,Mozilla/5.0,SQL Injection
517,115.3.51.62,11/Mar/2025:22:57:31,POST,/upload.php,200,1270,Python-urllib/3.8,Web Shell Upload
518,237.26.132.204,12/Mar/2025:04:18:04,GET,/../../../../etc/passwd,403,424,curl/7.68.0,Directory Traversal
519,183.187.225.145,11/Mar/2025:12:33:34,POST,/upload.php,200,970,Wget/1.21,Web Shell Upload
520,63.48.17.56,11/Mar/2025:13:14:55,GET,/../../../../etc/passwd,403,346,Mozilla/5.0,Directory Traversal
521,41.2.194.2,11/Mar/2025:19:58:22,POST,/login.php,401,1285,Wget/1.21,Brute Force Attempt
522,241.14.55.50,11/Mar/2025:22:11:21,GET,/vulnerable.php?cmd=whoami,200,513,Wget/1.21,Remote Code Execution
523,152.206.140.92,11/Mar/2025:15:10:29,GET,/search.php?q=<script>alert('XSS')</script>,200,757,curl/7.68.0,XSS Attack
524,102.204.200.77,11/Mar/2025:17:50:34,GET,/search.php?q=<script>alert('XSS')</script>,200,869,curl/7.68.0,XSS Attack
525,215.240.82.210,11/Mar/2025:16:16:11,POST,/upload.php,200,611,Mozilla/5.0,Web Shell Upload
526,39.215.61.162,11/Mar/2025:19:03:03,POST,/upload.php,200,1249,curl/7.68.0,Web Shell Upload
527,79.203.120.12,12/Mar/2025:01:16:26,GET,/index.php?id=1' OR '1'='1' --,200,1235,curl/7.68.0,SQL Injection
528,160.254.204.92,11/Mar/2025:19:38:05,GET,/../../../../etc/passwd,403,1421,Wget/1.21,Directory Traversal
529,207.246.103.88,11/Mar/2025:18:57:20,POST,/login.php,401,992,Python-urllib/3.8,Brute Force Attempt
530,8.56.248.200,11/Mar/2025:23:01:54,POST,/login.php,401,1071,Wget/1.21,Brute Force Attempt
531,90.193.101.77,11/Mar/2025:22:14:32,GET,/vulnerable.php?cmd=whoami,200,280,Python-urllib/3.8,Remote Code Execution
532,207.81.99.217,11/Mar/2025:15:44:54,GET,/index.php?id=1' OR '1'='1' --,200,1161,Wget/1.21,SQL Injection
533,246.196.224.159,12/Mar/2025:07:52:18,POST,/login.php,401,993,Python-urllib/3.8,Brute Force Attempt
534,226.181.179.51,11/Mar/2025:14:32:59,POST,/upload.php,200,605,Wget/1.21,Web Shell Upload
535,154.126.197.82,11/Mar/2025:15:39:24,GET,/search.php?q=<script>alert('XSS')</script>,200,1482,Mozilla/5.0,XSS Attack
536,9.82.164.179,12/Mar/2025:05:22:57,POST,/login.php,401,725,Wget/1.21,Brute Force Attempt
537,51.175.224.210,12/Mar/2025:02:08:28,GET,/index.php?id=1' OR '1'='1' --,200,218,curl/7.68.0,SQL Injection
538,92.221.227.241,12/Mar/2025:06:38:22,GET,/../../../../etc/passwd,403,920,Wget/1.21,Directory Traversal
539,26.62.55.171,12/Mar/2025:02:18:09,GET,/search.php?q=<script>alert('XSS')</script>,200,298,curl/7.68.0,XSS Attack
540,124.138.165.160,11/Mar/2025:21:38:24,GET,/vulnerable.php?cmd=whoami,200,223,Mozilla/5.0,Remote Code Execution
541,37.99.130.82,11/Mar/2025:20:22:14,POST,/upload.php,200,1023,Mozilla/5.0,Web Shell Upload
542,198.244.4.178,12/Mar/2025:09:27:27,GET,/../../../../etc/passwd,403,276,curl/7.68.0,Directory Traversal
543,202.76.235.208,12/Mar/2025:06:58:53,GET,/vulnerable.php?cmd=whoami,200,631,Wget/1.21,Remote Code Execution
544,9.32.137.115,11/Mar/2025:19:39:25,GET,/index.php?id=1' OR '1'='1' --,200,1388,Mozilla/5.0,SQL Injection
545,241.187.117.158,12/Mar/2025:00:12:06,POST,/upload.php,200,480,Python-urllib/3.8,Web Shell Upload
546,96.93.71.13,12/Mar/2025:07:45:39,POST,/login.php,401,882,Python-urllib/3.8,Brute Force Attempt
547,207.48.105.49,11/Mar/2025:13:35:23,POST,/login.php,401,539,Python-urllib/3.8,Brute Force Attempt
548,50.232.155.232,11/Mar/2025:15:28:38,GET,/../../../../etc/passwd,403,1359,Mozilla/5.0,Directory Traversal
549,86.106.141.174,11/Mar/2025:22:26:12,POST,/upload.php,200,620,Mozilla/5.0,Web Shell Upload
550,87.95.225.48,12/Mar/2025:09:34:51,GET,/vulnerable.php?cmd=whoami,200,1424,curl/7.68.0,Remote Code Execution
551,14.13.229.103,11/Mar/2025:21:59:24,POST,/login.php,401,1086,Mozilla/5.0,Brute Force Attempt
552,249.68.32.162,11/Mar/2025:14:53:24,GET,/index.php?id=1' OR '1'='1' --,200,412,Python-urllib/3.8,SQL Injection
553,102.40.81.168,11/Mar/2025:16:46:29,POST,/upload.php,200,1319,Python-urllib/3.8,Web Shell Upload
554,122.26.242.134,12/Mar/2025:03:07:23,GET,/index.php?id=1' OR '1'='1' --,200,263,Python-urllib/3.8,SQL Injection
555,171.19.28.88,12/Mar/2025:01:23:52,GET,/../../../../etc/passwd,403,508,Python-urllib/3.8,Directory Traversal
556,223.183.26.52,12/Mar/2025:05:13:10,GET,/vulnerable.php?cmd=whoami,200,793,Python-urllib/3.8,Remote Code Execution
557,9.71.55.204,11/Mar/2025:21:14:37,GET,/vulnerable.php?cmd=whoami,200,376,Mozilla/5.0,Remote Code Execution
558,200.136.35.241,12/Mar/2025:04:15:10,POST,/login.php,401,712,Mozilla/5.0,Brute Force Attempt
559,203.186.149.25,12/Mar/2025:07:11:20,GET,/index.php?id=1' OR '1'='1' --,200,1381,curl/7.68.0,SQL Injection
560,77.50.150.188,12/Mar/2025:02:13:33,GET,/vulnerable.php?cmd=whoami,200,664,Python-urllib/3.8,Remote Code Execution
561,181.68.21.79,12/Mar/2025:07:10:46,POST,/login.php,401,1320,Mozilla/5.0,Brute Force Attempt
562,45.169.227.89,11/Mar/2025:18:00:28,GET,/vulnerable.php?cmd=whoami,200,1292,curl/7.68.0,Remote Code Execution
563,164.206.128.97,11/Mar/2025:16:13:12,GET,/../../../../etc/passwd,403,758,Wget/1.21,Directory Traversal
564,53.65.15.255,11/Mar/2025:18:40:41,GET,/index.php?id=1' OR '1'='1' --,200,820,curl/7.68.0,SQL Injection
565,150.92.49.100,11/Mar/2025:14:39:25,GET,/vulnerable.php?cmd=whoami,200,755,Wget/1.21,Remote Code Execution
566,201.205.129.200,11/Mar/2025:12:12:22,GET,/vulnerable.php?cmd=whoami,200,249,Wget/1.21,Remote Code Execution
567,45.243.31.234,12/Mar/2025:04:40:36,GET,/search.php?q=<script>alert('XSS')</script>,200,1134,Mozilla/5.0,XSS Attack
568,216.9.19.165,11/Mar/2025:17:18:14,POST,/upload.php,200,1143,Python-urllib/3.8,Web Shell Upload
569,249.79.181.175,11/Mar/2025:13:19:08,GET,/index.php?id=1' OR '1'='1' --,200,1026,Python-urllib/3.8,SQL Injection
570,156.96.9.81,11/Mar/2025:13:48:09,GET,/vulnerable.php?cmd=whoami,200,1191,Wget/1.21,Remote Code Execution
571,169.188.49.133,11/Mar/2025:14:35:17,POST,/login.php,401,1161,curl/7.68.0,Brute Force Attempt
572,11.245.253.246,11/Mar/2025:19:49:59,GET,/search.php?q=<script>alert('XSS')</script>,200,344,Wget/1.21,XSS Attack
573,150.171.233.50,12/Mar/2025:03:00:03,POST,/login.php,401,1304,curl/7.68.0,Brute Force Attempt
574,178.82.215.35,12/Mar/2025:09:01:21,GET,/search.php?q=<script>alert('XSS')</script>,200,584,curl/7.68.0,XSS Attack
575,84.148.49.132,12/Mar/2025:01:38:02,GET,/vulnerable.php?cmd=whoami,200,621,Mozilla/5.0,Remote Code Execution
576,181.7.51.229,11/Mar/2025:16:17:48,POST,/login.php,401,1008,Mozilla/5.0,Brute Force Attempt
577,110.156.99.225,12/Mar/2025:06:14:10,POST,/upload.php,200,945,Mozilla/5.0,Web Shell Upload
578,139.110.62.113,11/Mar/2025:13:12:34,POST,/upload.php,200,361,Mozilla/5.0,Web Shell Upload
579,248.140.166.87,11/Mar/2025:12:04:45,POST,/login.php,401,396,Wget/1.21,Brute Force Attempt
580,59.120.41.62,11/Mar/2025:14:15:15,POST,/login.php,401,1270,Mozilla/5.0,Brute Force Attempt
581,201.12.30.67,12/Mar/2025:03:14:23,POST,/login.php,401,852,curl/7.68.0,Brute Force Attempt
582,144.193.133.132,11/Mar/2025:20:08:19,GET,/search.php?q=<script>alert('XSS')</script>,200,1136,curl/7.68.0,XSS Attack
583,156.23.90.155,11/Mar/2025:18:09:57,POST,/upload.php,200,1008,Python-urllib/3.8,Web Shell Upload
584,27.55.177.60,12/Mar/2025:11:47:26,GET,/search.php?q=<script>alert('XSS')</script>,200,629,Mozilla/5.0,XSS Attack
585,248.217.48.75,11/Mar/2025:19:54:25,GET,/../../../../etc/passwd,403,1017,Wget/1.21,Directory Traversal
586,103.64.105.186,12/Mar/2025:07:51:49,GET,/index.php?id=1' OR '1'='1' --,200,866,curl/7.68.0,SQL Injection
587,80.35.91.44,11/Mar/2025:22:58:12,GET,/index.php?id=1' OR '1'='1' --,200,213,Python-urllib/3.8,SQL Injection
588,224.114.3.92,12/Mar/2025:01:23:59,POST,/login.php,401,448,Wget/1.21,Brute Force Attempt
589,126.148.86.129,12/Mar/2025:08:29:57,POST,/login.php,401,222,curl/7.68.0,Brute Force Attempt
590,17.254.107.3,12/Mar/2025:05:18:39,GET,/search.php?q=<script>alert('XSS')</script>,200,1430,Python-urllib/3.8,XSS Attack
591,153.23.51.64,11/Mar/2025:16:27:30,GET,/../../../../etc/passwd,403,1109,Mozilla/5.0,Directory Traversal
592,20.42.214.13,11/Mar/2025:18:15:20,GET,/index.php?id=1' OR '1'='1' --,200,877,Python-urllib/3.8,SQL Injection
593,155.37.56.184,11/Mar/2025:18:44:37,GET,/../../../../etc/passwd,403,767,Python-urllib/3.8,Directory Traversal
594,154.33.206.31,12/Mar/2025:09:45:24,POST,/upload.php,200,554,Mozilla/5.0,Web Shell Upload
595,217.84.11.29,11/Mar/2025:13:12:33,POST,/login.php,401,438,Python-urllib/3.8,Brute Force Attempt
596,75.195.183.237,11/Mar/2025:13:26:02,GET,/vulnerable.php?cmd=whoami,200,1123,Python-urllib/3.8,Remote Code Execution
597,111.121.62.145,11/Mar/2025:23:41:31,GET,/search.php?q=<script>alert('XSS')</script>,200,618,curl/7.68.0,XSS Attack
598,214.210.85.199,11/Mar/2025:22:36:12,GET,/index.php?id=1' OR '1'='1' --,200,250,Wget/1.21,SQL Injection
599,252.165.13.225,11/Mar/2025:19:45:52,POST,/upload.php,200,308,Python-urllib/3.8,Web Shell Upload
600,190.136.164.73,11/Mar/2025:23:39:05,GET,/../../../../etc/passwd,403,1043,curl/7.68.0,Directory Traversal
601,156.255.7.79,12/Mar/2025:05:54:08,GET,/vulnerable.php?cmd=whoami,200,259,Mozilla/5.0,Remote Code Execution
602,184.151.184.78,12/Mar/2025:10:56:33,GET,/vulnerable.php?cmd=whoami,200,1285,Python-urllib/3.8,Remote Code Execution
603,169.205.47.69,11/Mar/2025:13:07:40,POST,/login.php,401,329,Wget/1.21,Brute Force Attempt
604,142.193.237.27,11/Mar/2025:23:55:31,POST,/upload.php,200,1136,curl/7.68.0,Web Shell Upload
605,203.161.42.193,11/Mar/2025:23:11:55,GET,/../../../../etc/passwd,403,761,curl/7.68.0,Directory Traversal
606,10.185.183.181,12/Mar/2025:03:29:49,GET,/index.php?id=1' OR '1'='1' --,200,994,Python-urllib/3.8,SQL Injection
607,139.23.116.115,11/Mar/2025:19:34:17,GET,/../../../../etc/passwd,403,845,curl/7.68.0,Directory Traversal
608,47.248.65.114,12/Mar/2025:06:56:25,GET,/index.php?id=1' OR '1'='1' --,200,504,curl/7.68.0,SQL Injection
609,40.193.105.247,11/Mar/2025:16:38:40,POST,/login.php,401,673,Mozilla/5.0,Brute Force Attempt
610,222.203.215.180,11/Mar/2025:19:03:57,GET,/search.php?q=<script>alert('XSS')</script>,200,971,Wget/1.21,XSS Attack
611,204.162.19.40,11/Mar/2025:20:11:00,GET,/vulnerable.php?cmd=whoami,200,1249,Wget/1.21,Remote Code Execution
612,232.35.64.72,11/Mar/2025:12:06:12,POST,/login.php,401,214,curl/7.68.0,Brute Force Attempt
613,172.74.152.232,12/Mar/2025:05:52:50,GET,/vulnerable.php?cmd=whoami,200,467,Wget/1.21,Remote Code Execution
614,18.166.46.150,11/Mar/2025:14:13:15,GET,/../../../../etc/passwd,403,904,Wget/1.21,Directory Traversal
615,64.39.47.49,12/Mar/2025:02:52:04,POST,/login.php,401,1168,Mozilla/5.0,Brute Force Attempt
616,208.229.96.215,11/Mar/2025:16:12:28,GET,/../../../../etc/passwd,403,861,curl/7.68.0,Directory Traversal
617,122.64.103.20,11/Mar/2025:19:26:47,GET,/vulnerable.php?cmd=whoami,200,1355,Wget/1.21,Remote Code Execution
618,16.35.203.109,12/Mar/2025:00:11:36,GET,/../../../../etc/passwd,403,509,Wget/1.21,Directory Traversal
619,22.85.100.158,11/Mar/2025:16:48:15,POST,/upload.php,200,868,curl/7.68.0,Web Shell Upload
620,251.141.211.36,11/Mar/2025:12:52:24,GET,/vulnerable.php?cmd=whoami,200,953,Python-urllib/3.8,Remote Code Execution
621,233.222.138.19,11/Mar/2025:13:40:20,POST,/upload.php,200,438,Wget/1.21,Web Shell Upload
622,187.57.245.181,11/Mar/2025:19:11:08,GET,/../../../../etc/passwd,403,715,Mozilla/5.0,Directory Traversal
623,74.58.119.93,11/Mar/2025:17:54:57,GET,/../../../../etc/passwd,403,1413,Python-urllib/3.8,Directory Traversal
624,165.206.150.85,11/Mar/2025:16:43:18,POST,/upload.php,200,965,curl/7.68.0,Web Shell Upload
625,208.218.175.54,11/Mar/2025:19:31:50,GET,/vulnerable.php?cmd=whoami,200,413,curl/7.68.0,Remote Code Execution
626,13.172.196.251,12/Mar/2025:11:51:52,GET,/../../../../etc/passwd,403,1195,curl/7.68.0,Directory Traversal
627,54.213.218.217,12/Mar/2025:07:17:18,POST,/upload.php,200,824,Mozilla/5.0,Web Shell Upload
628,89.146.76.66,12/Mar/2025:07:03:31,GET,/../../../../etc/passwd,403,407,Wget/1.21,Directory Traversal
629,30.9.28.130,12/Mar/2025:08:13:34,GET,/search.php?q=<script>alert('XSS')</script>,200,749,curl/7.68.0,XSS Attack
630,221.211.114.70,12/Mar/2025:09:10:37,GET,/search.php?q=<script>alert('XSS')</script>,200,943,Python-urllib/3.8,XSS Attack
631,84.65.117.122,11/Mar/2025:19:45:09,POST,/upload.php,200,1192,Mozilla/5.0,Web Shell Upload
632,8.143.209.21,12/Mar/2025:02:54:27,GET,/index.php?id=1' OR '1'='1' --,200,1150,Python-urllib/3.8,SQL Injection
633,220.233.230.58,11/Mar/2025:13:25:10,GET,/../../../../etc/passwd,403,829,curl/7.68.0,Directory Traversal
634,107.120.65.77,12/Mar/2025:03:33:54,GET,/vulnerable.php?cmd=whoami,200,709,Wget/1.21,Remote Code Execution
635,246.252.125.252,12/Mar/2025:11:21:07,POST,/upload.php,200,461,Python-urllib/3.8,Web Shell Upload
636,59.16.15.238,12/Mar/2025:09:12:34,POST,/upload.php,200,451,curl/7.68.0,Web Shell Upload
637,247.131.219.13,11/Mar/2025:19:59:48,POST,/upload.php,200,679,curl/7.68.0,Web Shell Upload
638,44.12.158.69,12/Mar/2025:00:39:25,GET,/../../../../etc/passwd,403,352,curl/7.68.0,Directory Traversal
639,210.237.172.160,11/Mar/2025:22:48:25,GET,/search.php?q=<script>alert('XSS')</script>,200,1283,Mozilla/5.0,XSS Attack
640,174.193.67.126,11/Mar/2025:22:51:58,POST,/upload.php,200,1103,Mozilla/5.0,Web Shell Upload
641,144.85.95.250,11/Mar/2025:16:29:38,POST,/login.php,401,513,Wget/1.21,Brute Force Attempt
642,55.62.163.33,11/Mar/2025:23:55:45,POST,/upload.php,200,450,curl/7.68.0,Web Shell Upload
643,217.161.192.10,11/Mar/2025:12:35:46,POST,/upload.php,200,844,Wget/1.21,Web Shell Upload
644,78.44.178.172,12/Mar/2025:07:45:41,GET,/search.php?q=<script>alert('XSS')</script>,200,904,Wget/1.21,XSS Attack
645,147.38.117.163,11/Mar/2025:22:23:01,GET,/index.php?id=1' OR '1'='1' --,200,1328,Wget/1.21,SQL Injection
646,156.55.222.105,11/Mar/2025:15:39:15,POST,/upload.php,200,1146,Python-urllib/3.8,Web Shell Upload
647,23.248.100.41,12/Mar/2025:03:46:08,POST,/upload.php,200,519,Mozilla/5.0,Web Shell Upload
648,149.73.85.16,11/Mar/2025:22:24:47,GET,/index.php?id=1' OR '1'='1' --,200,1198,Wget/1.21,SQL Injection
649,228.224.83.58,11/Mar/2025:22:01:04,GET,/index.php?id=1' OR '1'='1' --,200,1498,Wget/1.21,SQL Injection
650,68.16.29.181,11/Mar/2025:16:37:23,GET,/index.php?id=1' OR '1'='1' --,200,1197,Wget/1.21,SQL Injection
651,102.113.255.199,11/Mar/2025:18:14:52,GET,/vulnerable.php?cmd=whoami,200,712,Mozilla/5.0,Remote Code Execution
652,145.18.125.241,12/Mar/2025:00:13:25,GET,/vulnerable.php?cmd=whoami,200,995,Python-urllib/3.8,Remote Code Execution
653,202.111.255.68,12/Mar/2025:06:27:13,POST,/upload.php,200,1265,Python-urllib/3.8,Web Shell Upload
654,155.57.126.246,11/Mar/2025:16:50:30,POST,/login.php,401,434,Python-urllib/3.8,Brute Force Attempt
655,69.199.170.113,11/Mar/2025:15:42:41,GET,/../../../../etc/passwd,403,1135,Wget/1.21,Directory Traversal
656,71.83.51.118,12/Mar/2025:11:47:53,GET,/index.php?id=1' OR '1'='1' --,200,1011,curl/7.68.0,SQL Injection
657,165.127.200.215,12/Mar/2025:06:03:10,POST,/upload.php,200,1212,Wget/1.21,Web Shell Upload
658,130.102.207.11,12/Mar/2025:01:58:28,GET,/search.php?q=<script>alert('XSS')</script>,200,253,Python-urllib/3.8,XSS Attack
659,167.40.173.61,12/Mar/2025:05:03:17,POST,/upload.php,200,1130,Python-urllib/3.8,Web Shell Upload
660,41.65.217.39,11/Mar/2025:23:42:48,GET,/../../../../etc/passwd,403,897,Wget/1.21,Directory Traversal
